Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-01-18 00:00:00-05:00,439.9838442308866,440.1943914638369,435.7442191192855,436.8735046386719,109709100,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,438.443029063945,439.8594111230948,432.05964255796596,432.3371887207031,109357600,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,434.2512249212793,439.0267827650756,425.39872061158934,427.5520324707031,122379700,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,426.4131604566452,428.80572914993644,419.13019537322384,419.1589050292969,202271200,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,413.46458253400397,421.45576786257226,402.6788933090271,420.93896484375,251783900,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,414.4503313578086,420.82413808243444,408.79429526605276,415.79974365234375,167997300,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,421.78113926306736,424.95847740903787,410.43077850996156,414.7565612792969,186391100,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,419.42684728774833,422.6137357521164,410.9954380369023,412.70849609375,149878300,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,414.0866792974471,423.00618320158424,409.43553935631576,422.9583435058594,164457400,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,422.2788218167544,430.9303589440562,420.9102794459354,430.5762634277344,152251400,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,431.3131550615957,434.13639792385476,427.7338814880996,433.4856262207031,123155400,0.0,0.0,0.0
2022-02-02 00:00:00-05:00,435.9260264859344,438.4334338643057,433.5812974272008,437.696533203125,117361000,0.0,0.0,0.0
2022-02-03 00:00:00-05:00,431.57152234150993,433.5047071960283,426.55667885153287,427.408447265625,118024400,0.0,0.0,0.0
2022-02-04 00:00:00-05:00,427.1691622658853,433.3228410989315,424.75743465899,429.4181823730469,118454400,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,430.19344249838025,431.609824511795,426.6907183303902,428.0401306152344,84472900,0.0,0.0,0.0
2022-02-08 00:00:00-05:00,427.5329036224321,432.4998786610754,426.08778275810846,431.5619812011719,81012000,0.0,0.0,0.0
2022-02-09 00:00:00-05:00,435.65801583021016,438.20371222849695,435.4570482531808,437.8783264160156,92589900,0.0,0.0,0.0
2022-02-10 00:00:00-05:00,431.94478168566405,438.0410420936879,427.9827030839542,430.0115966796875,140103700,0.0,0.0,0.0
2022-02-11 00:00:00-05:00,430.09775693121185,432.20320002819045,420.0776772636547,421.5323486328125,153214600,0.0,0.0,0.0
2022-02-14 00:00:00-05:00,421.01552286276586,422.62332194716885,416.6323208466163,420.1541748046875,123006300,0.0,0.0,0.0
2022-02-15 00:00:00-05:00,424.6618117169292,427.1022200941114,424.13542908232864,426.9299621582031,88482700,0.0,0.0,0.0
2022-02-16 00:00:00-05:00,424.8531712295073,428.8056991068876,422.9486960290506,427.408447265625,84863600,0.0,0.0,0.0
2022-02-17 00:00:00-05:00,424.1737353660467,427.37978337496696,417.6659599618614,418.2784423828125,102259100,0.0,0.0,0.0
2022-02-18 00:00:00-05:00,418.5368302909933,419.80969324141455,413.26362854344836,415.570068359375,132642900,0.0,0.0,0.0
2022-02-22 00:00:00-05:00,413.3306012306589,416.7854563215084,407.5596976436782,411.11029052734375,124391800,0.0,0.0,0.0
2022-02-23 00:00:00-05:00,414.0675049573889,414.6417272754656,403.2435267053608,403.8177490234375,132578000,0.0,0.0,0.0
2022-02-24 00:00:00-05:00,393.357432896443,410.3351206221993,392.99378697928523,409.8948669433594,213942900,0.0,0.0,0.0
2022-02-25 00:00:00-05:00,411.1485639880856,419.02491070722886,409.47376588861783,418.93878173828125,121804500,0.0,0.0,0.0
2022-02-28 00:00:00-05:00,413.464640989163,419.36951424797513,412.1918071068493,417.8669738769531,145615000,0.0,0.0,0.0
2022-03-01 00:00:00-05:00,416.34527312626744,418.3837464787781,408.75602246543787,411.5027160644531,137785900,0.0,0.0,0.0
2022-03-02 00:00:00-05:00,413.7899739516777,420.82413189155534,413.0243636370108,419.0727844238281,117726500,0.0,0.0,0.0
2022-03-03 00:00:00-05:00,421.5418796596606,422.15436203695566,415.158493753946,416.9864196777344,105501700,0.0,0.0,0.0
2022-03-04 00:00:00-05:00,413.1965769040191,414.7469566076047,409.4928855663071,413.5985412597656,113978200,0.0,0.0,0.0
2022-03-07 00:00:00-05:00,413.0052363762708,413.7230070541622,401.33906795511547,401.40606689453125,137896600,0.0,0.0,0.0
2022-03-08 00:00:00-05:00,401.5879102194453,408.8517460789722,397.28128609043347,398.36273193359375,164772700,0.0,0.0,0.0
2022-03-09 00:00:00-05:00,406.87064910316786,411.05285423240764,404.65033849159306,409.0430908203125,116990800,0.0,0.0,0.0
2022-03-10 00:00:00-05:00,404.36319237108154,408.1051728787588,402.3725882995116,407.1960144042969,93972700,0.0,0.0,0.0
2022-03-11 00:00:00-05:00,409.72255228548306,410.34461423371016,401.50169069568483,402.01849365234375,95636300,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,402.80332591607095,406.30602092919,397.92247973490345,399.0804748535156,95729200,0.0,0.0,0.0
2022-03-15 00:00:00-04:00,401.7313854868109,408.497576286763,400.43942184789915,407.85638427734375,106219100,0.0,0.0,0.0
2022-03-16 00:00:00-04:00,411.41655039709866,416.95771838359593,406.54525490534803,416.9002990722656,144954800,0.0,0.0,0.0
2022-03-17 00:00:00-04:00,414.9575732901392,422.11614990234375,414.5747681100891,422.11614990234375,102676900,0.0,0.0,0.0
2022-03-18 00:00:00-04:00,420.48030791641185,427.0658986765193,419.7315085399434,426.739501953125,106345500,1.366,0.0,0.0
2022-03-21 00:00:00-04:00,426.56663693582357,428.60183339554396,423.05303143961345,426.6146545410156,88349800,0.0,0.0,0.0
2022-03-22 00:00:00-04:00,428.02587647564286,432.5570807232377,428.02587647564286,431.606689453125,74650400,0.0,0.0,0.0
2022-03-23 00:00:00-04:00,429.0338653474603,430.5506533825044,425.96185175391435,426.0482482910156,79426100,0.0,0.0,0.0
2022-03-24 00:00:00-04:00,428.1026814781251,432.48028198868747,426.96988777076336,432.4706726074219,64736900,0.0,0.0,0.0
2022-03-25 00:00:00-04:00,433.1138723792305,434.8610804950929,430.4930602054369,434.5826721191406,77101300,0.0,0.0,0.0
2022-03-28 00:00:00-04:00,433.9778506287421,437.6738586425781,432.05784950954336,437.6738586425781,68529800,0.0,0.0,0.0
2022-03-29 00:00:00-04:00,441.61951795040653,443.5875369924363,438.8931194380086,443.08831787109375,86581500,0.0,0.0,0.0
2022-03-30 00:00:00-04:00,441.9266807000324,442.75229646538446,438.21148299818276,440.352294921875,79666900,0.0,0.0,0.0
2022-03-31 00:00:00-04:00,439.57468014559055,440.40987596365085,433.1138656878591,433.5746765136719,121699900,0.0,0.0,0.0
2022-04-01 00:00:00-04:00,435.1779128688347,435.32190711375915,431.1747263754551,434.80352783203125,89048800,0.0,0.0,0.0
2022-04-04 00:00:00-04:00,435.0050735063804,438.63387457698553,434.16987767775674,438.52825927734375,59601000,0.0,0.0,0.0
2022-04-05 00:00:00-04:00,437.01144881257386,439.5170361699117,431.82745173434006,432.9890441894531,74214500,0.0,0.0,0.0
2022-04-06 00:00:00-04:00,429.014709717459,430.97308997332436,425.7314945642103,428.65948486328125,106898000,0.0,0.0,0.0
2022-04-07 00:00:00-04:00,427.7666934374089,432.66270269556367,425.78909440832166,430.8194885253906,78097200,0.0,0.0,0.0
2022-04-08 00:00:00-04:00,430.05147485374647,432.6050799944686,428.1026747854182,429.66748046875,79272700,0.0,0.0,0.0
2022-04-11 00:00:00-04:00,426.3458927875663,427.20030746500646,421.8147176513847,422.3235168457031,89770500,0.0,0.0,0.0
2022-04-12 00:00:00-04:00,425.35707957778624,427.9202942308347,419.18428236472414,420.7586975097656,84363600,0.0,0.0,0.0
2022-04-13 00:00:00-04:00,420.5090485040863,426.3458390790379,420.3266460520354,425.5778503417969,74070400,0.0,0.0,0.0
2022-04-14 00:00:00-04:00,425.8082702634076,426.9410932792198,420.1730712191211,420.2786865234375,97869500,0.0,0.0,0.0
2022-04-18 00:00:00-04:00,419.3378423677162,422.16024635852625,418.18582997669046,420.4514465332031,66002500,0.0,0.0,0.0
2022-04-19 00:00:00-04:00,420.34588138571223,427.96828908701855,420.1730882955113,427.23870849609375,77821000,0.0,0.0,0.0
2022-04-20 00:00:00-04:00,429.04352817038836,429.66752276955157,425.7411233998883,426.9219055175781,65224400,0.0,0.0,0.0
2022-04-21 00:00:00-04:00,430.59868943216543,432.00989152571304,419.61627991567536,420.5378723144531,85417300,0.0,0.0,0.0
2022-04-22 00:00:00-04:00,419.43385889265255,420.55704317026596,408.4226510164796,408.9986572265625,132471800,0.0,0.0,0.0
