Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-01-18 00:00:00-05:00,147.61120226877918,147.6552328544809,143.1541543469992,143.4379119873047,12497400,0.0,0.0,0.0
2022-01-19 00:00:00-05:00,144.76866452778862,145.64442374335766,139.3820473426054,139.47499084472656,17539000,0.0,0.0,0.0
2022-01-20 00:00:00-05:00,140.62472549376403,141.67172469411756,135.19406289396113,135.203857421875,16708800,0.0,0.0,0.0
2022-01-21 00:00:00-05:00,134.54336606809164,137.96810629527943,132.83589321835498,132.95330810546875,26521800,0.0,0.0,0.0
2022-01-24 00:00:00-05:00,130.2379847380359,134.73418061640245,125.85430648328168,134.65589904785156,25135200,0.0,0.0,0.0
2022-01-25 00:00:00-05:00,130.84466067111973,132.45917525027076,128.60389348402015,129.32308959960938,16935400,0.0,0.0,0.0
2022-01-26 00:00:00-05:00,133.29579417341841,136.44655652043454,129.1127094612196,131.1871337890625,20527400,0.0,0.0,0.0
2022-01-27 00:00:00-05:00,132.503195606748,132.7771885669126,125.21829150567946,125.5852279663086,22088600,0.0,0.0,0.0
2022-01-28 00:00:00-05:00,125.44823168703647,128.21738047457535,121.99902766379297,128.03146362304688,21911400,0.0,0.0,0.0
2022-01-31 00:00:00-05:00,128.89743005674157,134.7390594482422,128.15377757085665,134.7390594482422,14468800,0.0,0.0,0.0
2022-02-01 00:00:00-05:00,135.66375300010108,135.7664910289372,132.1998644353696,135.31637573242188,11685400,0.0,0.0,0.0
2022-02-02 00:00:00-05:00,138.29102350753504,138.96618902517818,136.01112303476663,138.77049255371094,11819400,0.0,0.0,0.0
2022-02-03 00:00:00-05:00,135.34575374405566,137.25870282713794,132.09713554033542,132.61573791503906,16690600,0.0,0.0,0.0
2022-02-04 00:00:00-05:00,132.06777824200637,134.47487317442202,130.3749821388883,133.33493041992188,9879200,0.0,0.0,0.0
2022-02-07 00:00:00-05:00,133.9415935449653,135.48762102458693,132.91418335512176,133.54530334472656,10319400,0.0,0.0,0.0
2022-02-08 00:00:00-05:00,132.67443720267164,136.69117912340042,132.36132584979273,136.2801971435547,10124800,0.0,0.0,0.0
2022-02-09 00:00:00-05:00,138.3546312092032,141.05527840743724,136.60311266462458,141.0259246826172,20297200,0.0,0.0,0.0
2022-02-10 00:00:00-05:00,137.8996078012267,142.0533387058044,136.1578839219358,136.80369567871094,16619600,0.0,0.0,0.0
2022-02-11 00:00:00-05:00,136.98961033223372,137.9778871460134,128.95614161396452,129.773193359375,23369800,0.0,0.0,0.0
2022-02-14 00:00:00-05:00,130.20863449284832,132.4200328733975,128.06572315493324,129.6851348876953,15577600,0.0,0.0,0.0
2022-02-15 00:00:00-05:00,132.5912781516267,136.89666019341,132.1803110874215,136.74009704589844,12811800,0.0,0.0,0.0
2022-02-16 00:00:00-05:00,135.01792801097523,137.07766030323248,133.6773917114527,136.71072387695312,10021000,0.0,0.0,0.0
2022-02-17 00:00:00-05:00,135.01303746145783,135.18427745503996,131.1186228441408,131.2311553955078,15833000,0.0,0.0,0.0
2022-02-18 00:00:00-05:00,131.6714803486023,131.90631012496354,128.03636677207865,129.773193359375,17236400,0.0,0.0,0.0
2022-02-22 00:00:00-05:00,128.32503103335011,131.94546801332118,126.9795972621614,128.8827667236328,17874800,0.0,0.0,0.0
2022-02-23 00:00:00-05:00,130.99633412789552,131.98950835150708,125.83476652388823,126.18212890625,15235800,0.0,0.0,0.0
2022-02-24 00:00:00-05:00,121.29940328013947,130.53152208477002,120.72698330706461,130.511962890625,21510200,0.0,0.0,0.0
2022-02-25 00:00:00-05:00,130.39944725723961,132.37601606219644,128.58433887436723,132.3319854736328,17731000,0.0,0.0,0.0
2022-02-28 00:00:00-05:00,130.36517006323274,132.51786078974683,128.66259459159085,131.19200134277344,17839800,0.0,0.0,0.0
2022-03-01 00:00:00-05:00,130.74190953282329,131.63722790666296,125.79559839336741,127.05297088623047,16571000,0.0,0.0,0.0
2022-03-02 00:00:00-05:00,128.0021237520104,131.91121559801604,127.68411512294236,131.2115936279297,16573600,0.0,0.0,0.0
2022-03-03 00:00:00-05:00,131.62255139842875,131.67147924498812,127.59114767740239,128.38372802734375,16515200,0.0,0.0,0.0
2022-03-04 00:00:00-05:00,126.98446927389037,127.96786374635253,123.43742435805387,124.92963409423828,16157600,0.0,0.0,0.0
2022-03-07 00:00:00-05:00,125.10577169250415,126.00597992353433,118.64768374071355,118.71128845214844,17728600,0.0,0.0,0.0
2022-03-08 00:00:00-05:00,118.89720297296361,124.84646058106371,117.24843002979365,120.50193786621094,25880800,0.0,0.0,0.0
2022-03-09 00:00:00-05:00,124.69968803648035,126.56862130900663,123.11940965201191,125.73689270019531,13344800,0.0,0.0,0.0
2022-03-10 00:00:00-05:00,123.40318099296036,123.5842080641626,120.69763664132988,123.01667785644531,14997800,0.0,0.0,0.0
2022-03-11 00:00:00-05:00,124.85135223768485,125.0910792754203,120.13988580023806,120.25241088867188,14765200,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,120.13500104525812,120.76612848509478,116.10848696241378,116.77875518798828,23371400,0.0,0.0,0.0
2022-03-15 00:00:00-04:00,117.8697778532537,121.99903744320211,116.99402609914927,121.6712417602539,20833800,0.0,0.0,0.0
2022-03-16 00:00:00-04:00,123.86796475065537,128.11463928222656,122.7329118092863,128.11463928222656,23147400,0.0,0.0,0.0
2022-03-17 00:00:00-04:00,126.84749548546829,128.91702270507812,125.79561384611779,128.91702270507812,13429200,0.0,0.0,0.0
2022-03-18 00:00:00-04:00,127.82598057206248,132.11180322754268,127.3416292198713,131.70083618164062,16140400,0.0,0.0,0.0
2022-03-21 00:00:00-04:00,131.32413685033438,132.37601852295532,129.07847227705332,131.3926239013672,13897200,0.0,0.0,0.0
2022-03-22 00:00:00-04:00,131.40729336411377,133.75569584703294,131.08438746281175,132.2977294921875,11647200,0.0,0.0,0.0
2022-03-23 00:00:00-04:00,131.02078111156206,132.66466432212584,128.91212064682583,128.9904022216797,15411000,0.0,0.0,0.0
2022-03-24 00:00:00-04:00,130.5364303269306,135.28703050926651,129.7487471718964,135.26747131347656,16911600,0.0,0.0,0.0
2022-03-25 00:00:00-04:00,135.08154972631536,135.27724619217463,132.53256854465994,134.70481872558594,11023600,0.0,0.0,0.0
2022-03-28 00:00:00-04:00,133.72144219348877,135.746923804061,132.13138410962037,135.68331909179688,13225200,0.0,0.0,0.0
